3,4,5,6,7,8,9,10,11,12,13,1,2,14,15,main,sum,type,kicker,key
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,dan,[],[3]
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,dan,[],[4]
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,dan,[],[5]
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,dan,[],[6]
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,dan,[],[7]
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,dan,[],[8]
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,dan,[],[9]
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,dan,[],[10]
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,dan,[],[11]
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,dan,[],[12]
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,dan,[],[13]
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,1,dan,[],[1]
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,dan,[],[2]
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,dan,[],[14]
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,dan,[],[15]
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,dui,[],"[3, 3]"
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,dui,[],"[4, 4]"
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,dui,[],"[5, 5]"
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,dui,[],"[6, 6]"
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,dui,[],"[7, 7]"
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,dui,[],"[8, 8]"
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,2,dui,[],"[9, 9]"
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,dui,[],"[10, 10]"
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,2,dui,[],"[11, 11]"
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,2,dui,[],"[12, 12]"
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,2,dui,[],"[13, 13]"
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,2,dui,[],"[1, 1]"
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,2,dui,[],"[2, 2]"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,san,[],"[3, 3, 3]"
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,san,[],"[4, 4, 4]"
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,san,[],"[5, 5, 5]"
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,san,[],"[6, 6, 6]"
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,san,[],"[7, 7, 7]"
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,san,[],"[8, 8, 8]"
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,san,[],"[9, 9, 9]"
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,san,[],"[10, 10, 10]"
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,san,[],"[11, 11, 11]"
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,san,[],"[12, 12, 12]"
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,3,san,[],"[13, 13, 13]"
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3,san,[],"[1, 1, 1]"
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,3,san,[],"[2, 2, 2]"
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,san_yi,['6'],"[3, 3, 3, 6]"
3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,san_yi,['9'],"[3, 3, 3, 9]"
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,san_yi,['10'],"[3, 3, 3, 10]"
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,san_yi,['2'],"[2, 3, 3, 3]"
3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,san_yi,['15'],"[3, 3, 3, 15]"
3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,san_yi,['7'],"[3, 3, 3, 7]"
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,san_yi,['1'],"[1, 3, 3, 3]"
3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,san_yi,['8'],"[3, 3, 3, 8]"
3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,san_yi,['14'],"[3, 3, 3, 14]"
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,san_yi,['12'],"[3, 3, 3, 12]"
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,san_yi,['5'],"[3, 3, 3, 5]"
3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,san_yi,['13'],"[3, 3, 3, 13]"
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,san_yi,['4'],"[3, 3, 3, 4]"
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,san_yi,['11'],"[3, 3, 3, 11]"
0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,san_yi,['6'],"[4, 4, 4, 6]"
0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,san_yi,['9'],"[4, 4, 4, 9]"
0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,san_yi,['10'],"[4, 4, 4, 10]"
0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,san_yi,['2'],"[2, 4, 4, 4]"
0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,san_yi,['15'],"[4, 4, 4, 15]"
1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,san_yi,['3'],"[3, 4, 4, 4]"
0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,san_yi,['7'],"[4, 4, 4, 7]"
0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,san_yi,['1'],"[1, 4, 4, 4]"
0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,san_yi,['8'],"[4, 4, 4, 8]"
0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,san_yi,['14'],"[4, 4, 4, 14]"
0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,san_yi,['12'],"[4, 4, 4, 12]"
0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,san_yi,['5'],"[4, 4, 4, 5]"
0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,san_yi,['13'],"[4, 4, 4, 13]"
